,date,filename,plate
36,,tesseract_output/vanity_plate-41.png.txt,FKNFST
37,,tesseract_output/vanity_plate-42.png.txt,DRG—MNY
38,,tesseract_output/vanity_plate-43.png.txt,TW-AT
39,,tesseract_output/vanity_plate-44.png.txt,HATEON
40,,tesseract_output/vanity_plate-45.png.txt,WANKER
41,,tesseract_output/vanity_plate-46.png.txt,ASSMAN
42,"June 14, 2013",tesseract_output/vanity_plate-47.png.txt,HABSUCK
43,,tesseract_output/vanity_plate-48.png.txt,
44,,tesseract_output/vanity_plate-49.png.txt,
45,"October 25, 2013",tesseract_output/vanity_plate-5.png.txt,CUCHUM
46,"October 9, 2013",tesseract_output/vanity_plate-50.png.txt,PORKINS
47,"September 23, 2013",tesseract_output/vanity_plate-51.png.txt,DEUX-ME
48,,tesseract_output/vanity_plate-52.png.txt,
49,"February I 1, 2013",tesseract_output/vanity_plate-53.png.txt,ZFNSSLO
50,"March 21, 2013",tesseract_output/vanity_plate-54.png.txt,2NDZSX
51,,tesseract_output/vanity_plate-55.png.txt,BLKRICN
52,"August 7, 2013",tesseract_output/vanity_plate-56.png.txt,DATASS
53,"November 21, 2012",tesseract_output/vanity_plate-57.png.txt,IMDTF
54,,tesseract_output/vanity_plate-58.png.txt,
55,,tesseract_output/vanity_plate-59.png.txt,MISTIT
56,"October 25, 2013",tesseract_output/vanity_plate-6.png.txt,CUCHUMN
57,"June 14, 2013",tesseract_output/vanity_plate-60.png.txt,FCKIT
58,,tesseract_output/vanity_plate-61.png.txt,
59,,tesseract_output/vanity_plate-62.png.txt,
60,,tesseract_output/vanity_plate-63.png.txt,
61,,tesseract_output/vanity_plate-64.png.txt,FUNOWSN
62,,tesseract_output/vanity_plate-65.png.txt,FAPPING
63,,tesseract_output/vanity_plate-66.png.txt,
64,"October 25, 2013",tesseract_output/vanity_plate-67.png.txt,POOTANG
65,"October 31, 2012",tesseract_output/vanity_plate-68.png.txt,SOHATER 
66,"June 14, 2013",tesseract_output/vanity_plate-69.png.txt,~F-T-W-
67,"October 25, 2013",tesseract_output/vanity_plate-7.png.txt,BOFUBAR
68,"December 9, 2013",tesseract_output/vanity_plate-70.png.txt,S-HI’NS
69,,tesseract_output/vanity_plate-71.png.txt,BADAZZ
70,,tesseract_output/vanity_plate-72.png.txt,STFUPLS
71,"September 23, 2013",tesseract_output/vanity_plate-73.png.txt,COXA—l
72,,tesseract_output/vanity_plate-74.png.txt,
73,,tesseract_output/vanity_plate-75.png.txt,BIGTACO
74,"September 19, 2013",tesseract_output/vanity_plate-76.png.txt,REDRUM-
75,"October 9, 2013",tesseract_output/vanity_plate-77.png.txt,F KNBRK
76,,tesseract_output/vanity_plate-78.png.txt,FAQ-RTB
77,,tesseract_output/vanity_plate-79.png.txt,
78,"June 14, 2013",tesseract_output/vanity_plate-8.png.txt,BAGR-
79,,tesseract_output/vanity_plate-80.png.txt,BVR-FVR
80,"August 7, 2013",tesseract_output/vanity_plate-81.png.txt,OWTFSHU
81,,tesseract_output/vanity_plate-82.png.txt,KlSSMY-
82,"November 5, 2013",tesseract_output/vanity_plate-9.png.txt,SPLDBCH
83,"September 23, 2013",tesseract_output/vanity_plate-0.png.txt,NUTDEEP
84,"October 11, 2013",tesseract_output/vanity_plate-1.png.txt,KILLR
85,"September 19, 2013",tesseract_output/vanity_plate-10.png.txt,BENWAH
86,"September 23, 2013",tesseract_output/vanity_plate-11.png.txt,MAMS
87,"August 19, 2013",tesseract_output/vanity_plate-12.png.txt,CATLII‘S
88,,tesseract_output/vanity_plate-13.png.txt,800—13
89,"Ocinbcr 9, 2013",tesseract_output/vanity_plate-14.png.txt,KNUCKL
90,"September 23, 2013",tesseract_output/vanity_plate-15.png.txt,"is ""capable of an obscene interpretation "" Saf-C 514"
91,"Augmst 7, 2013",tesseract_output/vanity_plate-16.png.txt,DUCKU
92,"August 19, 2013",tesseract_output/vanity_plate-17.png.txt,RUCKU
93,"January 14, 2013",tesseract_output/vanity_plate-18.png.txt,~LMFAO-
94,"May 22, 2013",tesseract_output/vanity_plate-19.png.txt,DRGDLR
95,"September 23, 2013",tesseract_output/vanity_plate-2.png.txt,LIFETKR
96,"May 23, 2013",tesseract_output/vanity_plate-20.png.txt,BENWAH
97,"August 7, 2013",tesseract_output/vanity_plate-21.png.txt,AWDFI'W
98,"August 19, 2013",tesseract_output/vanity_plate-22.png.txt,FUWBR
99,,tesseract_output/vanity_plate-23.png.txt,
100,,tesseract_output/vanity_plate-24.png.txt,NICFOKU
101,"May 23, 2013",tesseract_output/vanity_plate-25.png.txt,SXBNU
102,"June 14, 2013",tesseract_output/vanity_plate-26.png.txt,SLAMVAN
103,"August 19, 2013",tesseract_output/vanity_plate-27.png.txt,PRPLPOS
104,"August 7, 2013",tesseract_output/vanity_plate-28.png.txt,V4PLY
105,"August 7, 2013",tesseract_output/vanity_plate-29.png.txt,VBAGR
106,"August 19, 2013",tesseract_output/vanity_plate-3.png.txt,—FCK—
107,,tesseract_output/vanity_plate-30.png.txt,WTFRU
108,"October 9, 2013",tesseract_output/vanity_plate-31.png.txt,EDU-69
109,,tesseract_output/vanity_plate-32.png.txt,GIRFTW
110,,tesseract_output/vanity_plate-33.png.txt,DEEPNIT
111,"September 23, 2013",tesseract_output/vanity_plate-34.png.txt,IDGAFOS
112,,tesseract_output/vanity_plate-35.png.txt,EATCLAM
113,,tesseract_output/vanity_plate-36.png.txt,
114,,tesseract_output/vanity_plate-37.png.txt,FNCABBY
115,"June 14, 2013",tesseract_output/vanity_plate-38.png.txt,ILLIGAF
116,,tesseract_output/vanity_plate-39.png.txt,W'I‘FNOW
117,,tesseract_output/vanity_plate-4.png.txt,STFU
118,"October 9, 2013",tesseract_output/vanity_plate-40.png.txt,FNAUDI
119,,tesseract_output/vanity_plate-41.png.txt,FKNFST
120,,tesseract_output/vanity_plate-42.png.txt,DRG—MNY
121,,tesseract_output/vanity_plate-43.png.txt,TW-AT
122,,tesseract_output/vanity_plate-44.png.txt,HATEON
123,,tesseract_output/vanity_plate-45.png.txt,WANKER
124,,tesseract_output/vanity_plate-46.png.txt,ASSMAN
125,"June 14, 2013",tesseract_output/vanity_plate-47.png.txt,HABSUCK
126,,tesseract_output/vanity_plate-48.png.txt,
127,,tesseract_output/vanity_plate-49.png.txt,
128,"October 25, 2013",tesseract_output/vanity_plate-5.png.txt,CUCHUM
129,"October 9, 2013",tesseract_output/vanity_plate-50.png.txt,PORKINS
130,"September 23, 2013",tesseract_output/vanity_plate-51.png.txt,DEUX-ME
131,,tesseract_output/vanity_plate-52.png.txt,
132,"February I 1, 2013",tesseract_output/vanity_plate-53.png.txt,ZFNSSLO
133,"March 21, 2013",tesseract_output/vanity_plate-54.png.txt,2NDZSX
134,,tesseract_output/vanity_plate-55.png.txt,BLKRICN
135,"August 7, 2013",tesseract_output/vanity_plate-56.png.txt,DATASS
136,"November 21, 2012",tesseract_output/vanity_plate-57.png.txt,IMDTF
137,,tesseract_output/vanity_plate-58.png.txt,
138,,tesseract_output/vanity_plate-59.png.txt,MISTIT
139,"October 25, 2013",tesseract_output/vanity_plate-6.png.txt,CUCHUMN
140,"June 14, 2013",tesseract_output/vanity_plate-60.png.txt,FCKIT
141,,tesseract_output/vanity_plate-61.png.txt,
142,,tesseract_output/vanity_plate-62.png.txt,
143,,tesseract_output/vanity_plate-63.png.txt,
144,,tesseract_output/vanity_plate-64.png.txt,FUNOWSN
145,,tesseract_output/vanity_plate-65.png.txt,FAPPING
146,,tesseract_output/vanity_plate-66.png.txt,
147,"October 25, 2013",tesseract_output/vanity_plate-67.png.txt,POOTANG
148,"October 31, 2012",tesseract_output/vanity_plate-68.png.txt,SOHATER 
149,"June 14, 2013",tesseract_output/vanity_plate-69.png.txt,~F-T-W-
150,"October 25, 2013",tesseract_output/vanity_plate-7.png.txt,BOFUBAR
151,"December 9, 2013",tesseract_output/vanity_plate-70.png.txt,S-HI’NS
152,,tesseract_output/vanity_plate-71.png.txt,BADAZZ
153,,tesseract_output/vanity_plate-72.png.txt,STFUPLS
154,"September 23, 2013",tesseract_output/vanity_plate-73.png.txt,COXA—l
155,,tesseract_output/vanity_plate-74.png.txt,
156,,tesseract_output/vanity_plate-75.png.txt,BIGTACO
157,"September 19, 2013",tesseract_output/vanity_plate-76.png.txt,REDRUM-
158,"October 9, 2013",tesseract_output/vanity_plate-77.png.txt,F KNBRK
159,,tesseract_output/vanity_plate-78.png.txt,FAQ-RTB
160,,tesseract_output/vanity_plate-79.png.txt,
161,"June 14, 2013",tesseract_output/vanity_plate-8.png.txt,BAGR-
162,,tesseract_output/vanity_plate-80.png.txt,BVR-FVR
163,"August 7, 2013",tesseract_output/vanity_plate-81.png.txt,OWTFSHU
164,,tesseract_output/vanity_plate-82.png.txt,KlSSMY-
165,"November 5, 2013",tesseract_output/vanity_plate-9.png.txt,SPLDBCH
